Rank,Molecule,Candidate Type,Entity Class,Related Receptors,GPR62,GPR61,GPR135,MT2,5-HT6,GPCRLigNet Score,ML Prediction,Experimental Validation,Evidence Level,Evidence Sentence,Literature Score,Receptor Relevance,Priority Score,Source,Years,PMIDs,PMCIDs,Journals,DOIs,Article Titles,Article Links,PubChem CID,SMILES,Paper Count,Interpretation,Recommended Next Step
21,FPPQ,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.9154468774795532,High,Direct receptor evidence,C,Dual 5-HT3 and 5-HT6 Receptor Antagonist FPPQ Normalizes Phencyclidine-Induced Disruption of Brain Oscillatory Activity in Rats.,17,0.25,0.6915404703617096,PubMed + PMC,2021; 2022,34467765; 35022720,PMC8474115; PMC9154270,Journal of medicinal chemistry; The international journal of neuropsychopharmacology,10.1021/acs.jmedchem.1c00224; 10.1093/ijnp/pyac003,"Dual 5-HT3 and 5-HT6 Receptor Antagonist FPPQ Normalizes Phencyclidine-Induced Disruption of Brain Oscillatory Activity in Rats. | Structure-Based Design and Optimization of FPPQ, a Dual-Acting 5-HT3 and 5-HT6 Receptor Antagonist with Antipsychotic and Procognitive Properties.",https://pubmed.ncbi.nlm.nih.gov/35022720/ | https://pubmed.ncbi.nlm.nih.gov/34467765/,90469115,C1CN(CCN1)C2=NC3=CC=CC=C3C4=C2C=CN4S(=O)(=O)C5=CC=CC(=C5)F,2,FPPQ has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Prioritize for GPR62 binding/signaling assay
22,Reboxetine,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.9455323815345764,High,Unvalidated,E,,6,0.25,0.6890960479974747,PubMed,2019,30312638,,Behavioural brain research,10.1016/j.bbr.2018.10.004,Novel antagonists of 5-HT6 and/or 5-HT7 receptors affect the brain monoamines metabolism and enhance the anti-immobility activity of different antidepressants in rats.,https://pubmed.ncbi.nlm.nih.gov/30312638/,127151,CCOC1=CC=CC=C1OC(C2CNCCO2)C3=CC=CC=C3,1,Reboxetine currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
23,RS 67333,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.9532891511917114,High,Unvalidated,E,,3,0.25,0.6881379482746125,PubMed,2015,26187692,,Behavioural brain research,10.1016/j.bbr.2015.07.020,Chronic activation of 5-HT4 receptors or blockade of 5-HT6 receptors improve memory performances.,https://pubmed.ncbi.nlm.nih.gov/26187692/,183782,CCCCN1CCC(CC1)CCC(=O)C2=CC(=C(C=C2OC)N)Cl,1,RS 67333 currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
24,3-benzenesulfonyl-8-piperazin-1-ylquinoline,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.8079147338867188,Moderate,Unvalidated,E,,61,0.25,0.6876445770263672,PubMed + PMC,2013; 2015; 2016; 2017; 2018; 2019; 2021; 2023; 2025,24135200; 26383152; 26507195; 27100049; 28253832; 29291439; 29848076; 31412259; 33439019; 34095437; 34211274; 36830678; 37259305; 40842345,PMC12520056; PMC4710672; PMC8165732; PMC8240864; PMC9953539; PMC9967858,"ACS chemical neuroscience; Alzheimer's & dementia (New York, N. Y.); Biomolecules; Brain research; Chemistry (Weinheim an der Bergstrasse, Germany); European journal of medicinal chemistry; European journal of pharmacology; Expert opinion on emerging drugs; Expert opinion on investigational drugs; Journal of medicinal chemistry; Journal of nuclear medicine : official publication, Society of Nuclear Medicine; Neuropsychiatric disease and treatment; Pharmaceuticals (Basel, Switzerland); Psychopharmacology",10.1002/chem.202500025; 10.1002/trc2.12136; 10.1007/s00213-015-4112-x; 10.1016/j.brainres.2019.146375; 10.1016/j.ejmech.2017.12.053; 10.1016/j.ejphar.2013.10.005; 10.1021/acs.jmedchem.0c02009; 10.1021/acschemneuro.6b00090; 10.1080/13543784.2018.1483334; 10.1080/14728214.2017.1293651; 10.2147/NDT.S309818; 10.2967/jnumed.115.162743; 10.3390/biom13020309; 10.3390/ph16020154,"Intepirdine Derivatives Possessing Dual 5HT6 Antagonism / HDAC6 Inhibitory Activity. | Selective 5-HT6 Receptor Ligands (Agonist and Antagonist) Show Different Effects on Antipsychotic Drug-Induced Metabolic Dysfunctions in Rats. | Progress in Investigational Agents Targeting Serotonin-6 Receptors for the Treatment of Brain Disorders. | Effect of 5-HT6 Receptor Ligands Combined with Haloperidol or Risperidone on Antidepressant-/Anxiolytic-Like Behavior and BDNF Regulation in Hippocampus and Prefrontal Cortex of Rats. | Intepirdine as adjunctive therapy to donepezil for mild-to-moderate Alzheimer's disease: A randomized, placebo-controlled, phase 3 clinical trial (MINDSET). | Imidazopyridine-Based 5-HT6 Receptor Neutral Antagonists: Impact of N1-Benzyl and N1-Phenylsulfonyl Fragments on Different Receptor Conformational States. | 5-HT6 receptor agonist and antagonist improve memory impairments and hippocampal BDNF signaling alterations induced by MK-801. | The role of 5 HT6-receptor antagonists in Alzheimer's disease: an update. | Novel non-sulfonamide 5-HT6 receptor partial inverse agonist in a group of imidazo[4,5-b]pyridines with cognition enhancing properties. | Emerging chemical therapies targeting 5-hydroxytryptamine in the treatment of Alzheimer's disease. | Novel 1H-Pyrrolo[3,2-c]quinoline Based 5-HT6 Receptor Antagonists with Potential Application for the Treatment of Cognitive Disorders Associated with Alzheimer's Disease. | The 5-HT₂C receptor agonist, lorcaserin, and the 5-HT₆ receptor antagonist, SB-742457, promote satiety; a microstructural analysis of feeding behaviour. | Human Kinetic Modeling of the 5HT6 PET Radioligand 11C-GSK215083 and Its Utility for Determining Occupancy at Both 5HT6 and 5HT2A Receptors by SB742457 as a Potential Therapeutic Mechanism of Action in Alzheimer Disease. | Effect of olanzapine on scopolamine induced deficits in differential reinforcement of low rate 72s (DRL-72s) schedule in rats: involvement of the serotonergic receptors in restoring the deficits.",https://pubmed.ncbi.nlm.nih.gov/40842345/ | https://pubmed.ncbi.nlm.nih.gov/37259305/ | https://pubmed.ncbi.nlm.nih.gov/36830678/ | https://pubmed.ncbi.nlm.nih.gov/34211274/ | https://pubmed.ncbi.nlm.nih.gov/34095437/ | https://pubmed.ncbi.nlm.nih.gov/33439019/ | https://pubmed.ncbi.nlm.nih.gov/31412259/ | https://pubmed.ncbi.nlm.nih.gov/29848076/ | https://pubmed.ncbi.nlm.nih.gov/29291439/ | https://pubmed.ncbi.nlm.nih.gov/28253832/ | https://pubmed.ncbi.nlm.nih.gov/27100049/ | https://pubmed.ncbi.nlm.nih.gov/26507195/ | https://pubmed.ncbi.nlm.nih.gov/26383152/ | https://pubmed.ncbi.nlm.nih.gov/24135200/,11256720,C1CN(CCN1)C2=CC=CC3=CC(=CN=C32)S(=O)(=O)C4=CC=CC=C4,14,3-benzenesulfonyl-8-piperazin-1-ylquinoline currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
25,efavirenz,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.9462389349937439,High,Unvalidated,E,,4,0.25,0.6855553077459335,PubMed + PMC,2016,27157251,PMC4914440,Pharmacological research,10.1016/j.phrs.2016.04.028,Molecular mechanisms of serotonergic action of the HIV-1 antiretroviral efavirenz.,https://pubmed.ncbi.nlm.nih.gov/27157251/,64139,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,1,efavirenz currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
26,Haloperidol,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.8926304578781128,High,Indirect/context evidence,D,Effect of 5-HT6 Receptor Ligands Combined with Haloperidol or Risperidone on Antidepressant-/Anxiolytic-Like Behavior and BDNF Regulation in Hippocampus and Prefrontal Cortex of Rats.,21,0.25,0.6847097976207733,PubMed + PMC,2013; 2014; 2021; 2023,23954911; 24135200; 34211274; 37259305,PMC3889519; PMC8240864; PMC9967858,"European journal of pharmacology; Neuropsychiatric disease and treatment; Pharmaceuticals (Basel, Switzerland); Psychopharmacology",10.1007/s00213-013-3234-2; 10.1016/j.ejphar.2013.10.005; 10.2147/NDT.S309818; 10.3390/ph16020154,"Selective 5-HT6 Receptor Ligands (Agonist and Antagonist) Show Different Effects on Antipsychotic Drug-Induced Metabolic Dysfunctions in Rats. | Effect of 5-HT6 Receptor Ligands Combined with Haloperidol or Risperidone on Antidepressant-/Anxiolytic-Like Behavior and BDNF Regulation in Hippocampus and Prefrontal Cortex of Rats. | Effect of olanzapine on scopolamine induced deficits in differential reinforcement of low rate 72s (DRL-72s) schedule in rats: involvement of the serotonergic receptors in restoring the deficits. | Co-administration of 5-HT6 receptor antagonists with clozapine, risperidone, and a 5-HT2A receptor antagonist: effects on prepulse inhibition in rats.",https://pubmed.ncbi.nlm.nih.gov/37259305/ | https://pubmed.ncbi.nlm.nih.gov/34211274/ | https://pubmed.ncbi.nlm.nih.gov/24135200/ | https://pubmed.ncbi.nlm.nih.gov/23954911/,3559,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,4,"Haloperidol appears in literature related to 5-HT6 receptor, but direct receptor interaction has not been established.",Review full article for direct receptor evidence
27,PZ-1444,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.9384394288063049,High,Unvalidated,E,,6,0.25,0.6844856287240982,PubMed,2021; 2025,33439019; 40885239,,European journal of pharmacology; Journal of medicinal chemistry,10.1016/j.ejphar.2025.178099; 10.1021/acs.jmedchem.0c02009,Serotonin type 6 receptor inverse agonists and neutral antagonists inhibit defecation: relevance to intestinal motility disorders. | Imidazopyridine-Based 5-HT6 Receptor Neutral Antagonists: Impact of N1-Benzyl and N1-Phenylsulfonyl Fragments on Different Receptor Conformational States.,https://pubmed.ncbi.nlm.nih.gov/40885239/ | https://pubmed.ncbi.nlm.nih.gov/33439019/,126720440,CCC1=NC2=C(C=CN=C2N1CC3=CC(=CC=C3)F)N4CCNCC4,2,PZ-1444 currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
28,"2-ethyl-3-(3-fluorobenzyl)-7-(piperazin-1-yl)-3H-imidazo[4,5-b]pyridine",5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.9384394288063049,High,Unvalidated,E,,3,0.25,0.6784856287240982,PubMed,2018,29291439,,European journal of medicinal chemistry,10.1016/j.ejmech.2017.12.053,"Novel non-sulfonamide 5-HT6 receptor partial inverse agonist in a group of imidazo[4,5-b]pyridines with cognition enhancing properties.",https://pubmed.ncbi.nlm.nih.gov/29291439/,126720440,CCC1=NC2=C(C=CN=C2N1CC3=CC(=CC=C3)F)N4CCNCC4,1,"2-ethyl-3-(3-fluorobenzyl)-7-(piperazin-1-yl)-3H-imidazo[4,5-b]pyridine currently has an ML prediction but requires stronger receptor-specific literature validation.",Literature validation needed before experimental priority
29,"5-chloro-2-methyl-3-(1,2,3,6-tetrahydro-4-pyridinyl)-1H-indole hydrochloride",5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.9279481768608093,High,Unvalidated,E,,6,0.25,0.6776663149595261,PubMed + PMC,2013; 2016,24145094; 27106213,PMC4939156,Naunyn-Schmiedeberg's archives of pharmacology; Pharmacological reports : PR,10.1007/s00210-016-1245-3; 10.1016/s1734-1140(13)71081-8,"Study of a mechanism responsible for potential antidepressant activity of EMD 386088, a 5-HT6 partial agonist in rats. | Partial agonist efficacy of EMD386088, a 5-HT6 receptor ligand, in functional in vitro assays.",https://pubmed.ncbi.nlm.nih.gov/27106213/ | https://pubmed.ncbi.nlm.nih.gov/24145094/,56972198,CC1=C(C2=C(N1)C=CC(=C2)Cl)C3=CCNCC3.Cl,2,"5-chloro-2-methyl-3-(1,2,3,6-tetrahydro-4-pyridinyl)-1H-indole hydrochloride currently has an ML prediction but requires stronger receptor-specific literature validation.",Literature validation needed before experimental priority
30,erythromycin propionate-N-acetylcysteinate,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.937557578086853,High,Unvalidated,E,,1,0.25,0.6739124257564545,PubMed + PMC,2021,33357407,PMC7815944,Stem cell reports,10.1016/j.stemcr.2020.11.015,Constitutive Activity of Serotonin Receptor 6 Regulates Human Cerebral Organoids Formation and Depression-like Behaviors.,https://pubmed.ncbi.nlm.nih.gov/33357407/,71276,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)OC(=O)CC)(C)O)C)C)O)(C)O.CC(=O)NC(CS)C(=O)O,1,erythromycin propionate-N-acetylcysteinate currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
31,Ro4368554,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.9228565096855164,High,Unvalidated,E,,3,0.25,0.6683567312955857,PubMed,2020,33086133,,Brain research bulletin,10.1016/j.brainresbull.2020.10.014,Procognitive profiling of a serotonin 5-HT6 receptor antagonist in a complex model system in rats: A novel translational approach for clinical prediction.,https://pubmed.ncbi.nlm.nih.gov/33086133/,6918682,CN1CCN(CC1)C2=CC=CC3=C2NC=C3S(=O)(=O)C4=CC=CC=C4,1,Ro4368554 currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
32,"5-chloro-2-methyl-3-(1,2,3,6-tetrahydropyridin-4-yl)-1H-indole",5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.9108032584190369,High,Unvalidated,E,,3,0.25,0.660522117972374,PubMed,2013,23542166,,European journal of medicinal chemistry,10.1016/j.ejmech.2013.03.006,"Structure-activity relationship of 5-chloro-2-methyl-3-(1,2,3,6-tetrahydropyridin-4-yl)-1H-indole analogues as 5-HT(6) receptor agonists.",https://pubmed.ncbi.nlm.nih.gov/23542166/,10131112,CC1=C(C2=C(N1)C=CC(=C2)Cl)C3=CCNCC3,1,"5-chloro-2-methyl-3-(1,2,3,6-tetrahydropyridin-4-yl)-1H-indole currently has an ML prediction but requires stronger receptor-specific literature validation.",Literature validation needed before experimental priority
33,Quetiapine Fumarate,MT2-related exploratory candidate,Chemical / small molecule,5-HT6 receptor; MT2 receptor,No,No,No,Yes,Yes,0.819708526134491,Moderate,Unvalidated,E,,1,0.5,0.6598105419874192,PubMed + PMC,2020; 2024,31760336; 38842700,PMC11442587,Psychiatry research. Neuroimaging; Psychopharmacology,10.1007/s00213-024-06619-4; 10.1016/j.pscychresns.2019.111007,"Chronic Caffeine Consumption, Alone or Combined with Agomelatine or Quetiapine, Reduces the Maximum EEG Peak, As Linked to Cortical Neurodegeneration, Ovarian Estrogen Receptor Alpha, and Melatonin Receptor 2. | In vivo 5-HT6 and 5-HT2A receptor availability in antipsychotic treated schizophrenia patients vs. unmedicated healthy humans measured with [11C]GSK215083 PET.",https://pubmed.ncbi.nlm.nih.gov/38842700/ | https://pubmed.ncbi.nlm.nih.gov/31760336/,5281025,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C(=CC(=O)O)C(=O)O,2,Quetiapine Fumarate currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
34,1-benzylpiperidine,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.9021195769309998,High,Unvalidated,E,,3,0.25,0.6548777250051498,PubMed,2016,27560283,,European journal of medicinal chemistry,10.1016/j.ejmech.2016.08.016,"Novel multi-target-directed ligands for Alzheimer's disease: Combining cholinesterase inhibitors and 5-HT6 receptor antagonists. Design, synthesis and biological evaluation.",https://pubmed.ncbi.nlm.nih.gov/27560283/,76190,C1CCN(CC1)CC2=CC=CC=C2,1,1-benzylpiperidine currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
35,Testosterone,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.8014183640480042,Moderate,Unvalidated,E,,1,0.5,0.6479219366312027,PubMed,2025,39823652,,Domestic animal endocrinology,10.1016/j.domaniend.2025.106916,From spermatogenesis to fertilisation: the role of melatonin on ram spermatozoa.,https://pubmed.ncbi.nlm.nih.gov/39823652/,6013,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,1,Testosterone currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
36,1-phenylbenzazepine,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.8779258728027344,High,Direct receptor evidence,C,"Synthesis, pharmacological evaluations, and molecular docking studies on a new 1,3,4,11b-tetrahydro-1H-fluoreno[9,1-cd]azepine framework: Rigidification of D1 receptor selective 1-phenylbenzazepines and discovery of a new 5-HT6 receptor scaffold.",3,0.25,0.6391518173217774,PubMed + PMC,2020,32279445,PMC7442682,Chemical biology & drug design,10.1111/cbdd.13691,"Synthesis, pharmacological evaluations, and molecular docking studies on a new 1,3,4,11b-tetrahydro-1H-fluoreno[9,1-cd]azepine framework: Rigidification of D1 receptor selective 1-phenylbenzazepines and discovery of a new 5-HT6 receptor scaffold.",https://pubmed.ncbi.nlm.nih.gov/32279445/,20503322,C1=CC=C(C=C1)N2C=CC=CC3=CC=CC=C32,1,1-phenylbenzazepine has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Prioritize for GPR62 binding/signaling assay
37,latrepirdine,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.8710102438926697,High,Unvalidated,E,,4,0.25,0.6366566585302353,PubMed + PMC,2018; 2023,28856531; 36830678,PMC9953539,Biomolecules; Molecular neurobiology,10.1007/s12035-017-0745-6; 10.3390/biom13020309,"Progress in Investigational Agents Targeting Serotonin-6 Receptors for the Treatment of Brain Disorders. | Pro-neurogenic, Memory-Enhancing and Anti-stress Effects of DF302, a Novel Fluorine Gamma-Carboline Derivative with Multi-target Mechanism of Action.",https://pubmed.ncbi.nlm.nih.gov/36830678/ | https://pubmed.ncbi.nlm.nih.gov/28856531/,197033,CC1=CC2=C(C=C1)N(C3=C2CN(CC3)C)CCC4=CN=C(C=C4)C,2,latrepirdine currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
38,Memantine,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.8731172680854797,High,Unvalidated,E,,3,0.25,0.6360262242555619,PubMed,2015,26548316,,Expert opinion on investigational drugs,10.1517/13543784.2015.1102884,Investigational drugs targeting 5-HT6 receptors for the treatment of Alzheimer's disease.,https://pubmed.ncbi.nlm.nih.gov/26548316/,4054,CC12CC3CC(C1)(CC(C3)(C2)N)C,1,Memantine currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
39,PBI-8192,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.758974015712738,Moderate,Unvalidated,E,,6,0.5,0.6303331102132798,PubMed + PMC,2022,35983281,PMC9380205,ACS pharmacology & translational science,10.1021/acsptsci.2c00096,Luminogenic HiBiT Peptide-Based NanoBRET Ligand Binding Assays for Melatonin Receptors.,https://pubmed.ncbi.nlm.nih.gov/35983281/,176516512,CCCC(=O)NCC1=CC=C(C=C1)C2=C(C3=C(N2)C=CC(=N3)OC)CCNC(=O)C,1,PBI-8192 currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
